content,hasil_stopword,hasil_stemming
"Mohon izin kepada pemilik atau pengelola aplikasi peduliLindungi...mohon di perbaiki lagi aplikasi nya ,masa saya mau masuk ke peduliLindungi selalu ada tulisan (terjadi kesalahan terus) . Tolong ya perbaiki lagi... terima kasih semoga langsung di respon untuk perbaikan nya","['mohon', 'izin', 'pemilik', 'pengelola', 'aplikasi', 'perbaiki', 'aplikasi', 'masuk', 'pedulilindungi', 'tulisan', 'kesalahan', 'tolong', 'perbaiki', 'terima', 'kasih', 'semoga', 'langsung', 'respon', 'perbaikan']","['mohon', 'izin', 'milik', 'kelola', 'aplikasi', 'baik', 'aplikasi', 'masuk', 'pedulilindungi', 'tulis', 'salah', 'tolong', 'baik', 'terima', 'kasih', 'moga', 'langsung', 'respon', 'baik']"
"Aplikasi nya keluar-keluar mulu, berkali-kali kalau mau dipake pasti harus di instal-uninstal. Kan jadi bingung, mana kalau mau ngescan ngantri, tolong dong di perbaiki. Apalagi belakangan ini scan pakai peduli lindungi diterapkan lgi","['aplikasi', 'bingung', 'tolong', 'perbaiki', 'pakai', 'peduli', 'lindungi', 'diterapkan']","['aplikasi', 'bingung', 'tolong', 'baik', 'pakai', 'peduli', 'lindung', 'terap']"
Aplikasi susah masuk,"['aplikasi', 'susah', 'masuk']","['aplikasi', 'susah', 'masuk']"
Sangat memuaskan pelayanannya,"['memuaskan', 'pelayanannya']","['muas', 'layan']"
"Aplikasi setelah di update tidak bisa login, padahal telah punya akun, diminta no telfon atau email tetap tidak bisa masuk, sewaktu mau login, ada kode OTP, kode OTP mau dimasukkan kemana? Kode OTP mau dimasukkan kemana, tidak ada tempatnya, aplikasi tidak jelas.","['aplikasi', 'akun', 'email', 'masuk', 'kode', 'kode', 'dimasukkan', 'kode', 'dimasukkan', 'tempatnya', 'aplikasi']","['aplikasi', 'akun', 'email', 'masuk', 'kode', 'kode', 'masuk', 'kode', 'masuk', 'tempat', 'aplikasi']"
Kenapa ga bisa login?? Orang udah berkali2 masuk.. ga mutu bett anj*ng,"['berkali', 'masuk', 'mutu']","['kali', 'masuk', 'mutu']"
"Aplikasi gak bisa di buka,minta di perbahsrui,tapi setelah mau di perbaharui gak bisa...gimana dong ini solusinya????","['aplikasi', 'perbaharui', 'solusinya']","['aplikasi', 'baharu', 'solusi']"
Ribet,['ribet'],['ribet']
"Saya perbaharui aplikasinya tpi semua riwayat vaksin saya mulai 1 sampai 3 hilang, jadi sy bingun sndri apakah hp sy yg rusak atau aplikasinya sedang bermasalah","['perbaharui', 'aplikasinya', 'riwayat', 'vaksin', 'hilang', 'rusak', 'aplikasinya', 'bermasalah']","['baharu', 'aplikasi', 'riwayat', 'vaksin', 'hilang', 'rusak', 'aplikasi', 'masalah']"
Mau lihat sertifikat saja tidak nongol nongol. Check in jg gak bisa. Ampun dah,"['lihat', 'sertifikat', 'ampun']","['lihat', 'sertifikat', 'ampun']"
Sangat bagus,['bagus'],['bagus']
Ok. Lbh cepat barcod dg scan lewat hp,['cepat'],['cepat']
Data sertifikat vaksin nya ko GK masuk di aplikasi ini nya shii,"['data', 'sertifikat', 'vaksin', 'masuk', 'aplikasi']","['data', 'sertifikat', 'vaksin', 'masuk', 'aplikasi']"
Aplikasi update Mulu,['aplikasi'],['aplikasi']
Beri tahu saya apa yang mbuat saya tidak memberikan penilaian terbaik ))),"['penilaian', 'terbaik']","['nilai', 'baik']"
Mantap,['mantap'],['mantap']
Keren sih cmn mau cetak kartu vaksin ga bisa trus,"['keren', 'cetak', 'kartu', 'vaksin']","['keren', 'cetak', 'kartu', 'vaksin']"
Saya bingung emang update 1tahun berapa x .masa update terus bulan2nya,"['bingung', 'bulannya']","['bingung', 'bulan']"
terimakasih,['terimakasih'],['terimakasih']
Aplikasi banyak update tapi ga ada perbedaan nya,"['aplikasi', 'perbedaan']","['aplikasi', 'beda']"
Sangat bermanfaat,['bermanfaat'],['manfaat']
Aplikasi ini ok mudh di mngerti,['aplikasi'],['aplikasi']
Bosan update melulu..,['bosan'],['bosan']
Kita aman dan selalu sehat,"['aman', 'sehat']","['aman', 'sehat']"
mohon dibantu aplikasi tdk bisa dibuka setelah update.tks,"['mohon', 'dibantu', 'aplikasi', 'dibuka']","['mohon', 'bantu', 'aplikasi', 'buka']"
sangat membantu!!,['membantu'],['bantu']
Bagus bgt,['bagus'],['bagus']
Sangat membantu,['membantu'],['bantu']
"Sangat membantu dalam segala proses, mempercepat proses","['membantu', 'proses', 'mempercepat', 'proses']","['bantu', 'proses', 'cepat', 'proses']"
Sangat membantu,['membantu'],['bantu']
Aplikasinya minta update terus,['aplikasinya'],['aplikasi']
"Kenapa setiap kali mau digunakan selalu minta di upgrade, klo lagi buru2 sangat mengganggu sekali",['mengganggu'],['ganggu']
Bagus,['bagus'],['bagus']
"Jangan terlalu sering melakukan pembaruan atau update. Terlalu memakan banyak ruang, minimal update 6 bulan sekali. Terima kasih.","['pembaruan', 'memakan', 'ruang', 'minimal', 'terima', 'kasih']","['baru', 'makan', 'ruang', 'minimal', 'terima', 'kasih']"
Oke bagus,['bagus'],['bagus']
"Aplikasi gk jelassss,, didownload malah gk bisa blokkk",['aplikasi'],['aplikasi']
"Belum lama di update di tgl 6 SEP,minta update lagi,udah tau kuota gw nipis,",['kuota'],['kuota']
Mantap ada peduli lindungi,"['mantap', 'peduli', 'lindungi']","['mantap', 'peduli', 'lindung']"
mantap,['mantap'],['mantap']
Lumayan,['lumayan'],['lumayan']
Buka aplikasi dipaksa update. Setelah update malah gak bisa dibuka. Parah,"['buka', 'aplikasi', 'dipaksa', 'dibuka', 'parah']","['buka', 'aplikasi', 'paksa', 'buka', 'parah']"
Aplikasinya jelek sekali nga update... Sy sdh booster tp statusnya masih kuning. Aplikasi yg sangat tidak berguna. Pemerintah buang2 anggaran saja ntk membuat aplikasi ini,"['aplikasinya', 'jelek', 'booster', 'statusnya', 'kuning', 'aplikasi', 'berguna', 'pemerintah', 'buang', 'anggaran', 'aplikasi']","['aplikasi', 'jelek', 'booster', 'status', 'kuning', 'aplikasi', 'guna', 'perintah', 'buang', 'anggar', 'aplikasi']"
APLIKASI BIKIN RIBET!,"['aplikasi', 'ribet']","['aplikasi', 'ribet']"
"Terimakasih sudah membantu walau belum semuanya di approved,,namun tolong data vaksin saya yang kedua di approved jugak please,,🙏🙏🙏","['terimakasih', 'membantu', 'tolong', 'data', 'vaksin']","['terimakasih', 'bantu', 'tolong', 'data', 'vaksin']"
Luaŕ biasa.sukses indonesia sehat,"['luaŕ', 'indonesia', 'sehat']","['lua', 'indonesia', 'sehat']"
Smoga membantu,['membantu'],['bantu']
Mantap,['mantap'],['mantap']
aplikasi sdah bgus trima kasih,"['aplikasi', 'kasih']","['aplikasi', 'kasih']"
pelayanan ramah,"['pelayanan', 'ramah']","['layan', 'ramah']"
Ngomong omong Vaksin Keh 4 Ada enga Nih Admin Pingin Vaksin lagi Kalau ada hahahaha mampus gw,"['vaksin', 'vaksin', 'mampus']","['vaksin', 'vaksin', 'mampus']"
Ribet bgt daftarnya,"['ribet', 'daftarnya']","['ribet', 'daftar']"
Heran sering banget minta di update,['heran'],['heran']
"Ga bisa di install, sumpah lillahi taala Klo ga niat bikin apk jangan bikin lah, sumber untuk sertifikat vaksin cuman disini😡","['sumpah', 'niat', 'sumber', 'sertifikat', 'vaksin']","['sumpah', 'niat', 'sumber', 'sertifikat', 'vaksin']"
Kok tidak bisa di update sih pun ya saya udah sampe 100 download nya terus tulisanya download gagal tolong perbaiki lagi,"['tulisanya', 'gagal', 'tolong', 'perbaiki']","['tulisanya', 'gagal', 'tolong', 'baik']"
"Susah mengakses info ttg tgl terakhir swab antigen, dan sertifikat vaksin","['susah', 'mengakses', 'info', 'swab', 'antigen', 'sertifikat', 'vaksin']","['susah', 'akses', 'info', 'swab', 'antigen', 'sertifikat', 'vaksin']"
Sangat membantu,['membantu'],['bantu']
Bagus,['bagus'],['bagus']
Kurang bagus.,['bagus'],['bagus']
Bagus,['bagus'],['bagus']
Lemot parah scanya,['parah'],['parah']
Aplikasi tolol pembaruan mulu mengutukan orang lain,"['aplikasi', 'pembaruan']","['aplikasi', 'baru']"
Install gagal terus Ukuran aplikasi berubah-ubah,"['gagal', 'ukuran', 'aplikasi']","['gagal', 'ukur', 'aplikasi']"
Ini kenpa setelah di perbarui malah gak bisa di buka kk,"['perbarui', 'buka']","['baru', 'buka']"
membantu,['membantu'],['bantu']
"Saya uda boster, tpi knp di aplikasi selalu disuruh boster, kan aneh","['boster', 'aplikasi', 'disuruh', 'boster', 'aneh']","['boster', 'aplikasi', 'suruh', 'boster', 'aneh']"
Karena vaksin Indonesia sehat,"['vaksin', 'indonesia', 'sehat']","['vaksin', 'indonesia', 'sehat']"
Peduli sangat membantu jadi yg vaksin di luar negeri vaksin ke 1 dan ke 2 tidak prlu vaksin pertama lagi di indo lagsung vaksin ke 3 aja mantap peduli lingdung..itu yg buat WNI sngt mudah mau kemana mana lagi,"['peduli', 'membantu', 'vaksin', 'negeri', 'vaksin', 'vaksin', 'vaksin', 'mantap', 'peduli', 'mudah']","['peduli', 'bantu', 'vaksin', 'negeri', 'vaksin', 'vaksin', 'vaksin', 'mantap', 'peduli', 'mudah']"
Lumayan ggk usah bawa kertas lagi kmna2,"['lumayan', 'bawa', 'kertas']","['lumayan', 'bawa', 'kertas']"
Puas dengan aplikasi ini,"['puas', 'aplikasi']","['puas', 'aplikasi']"
Sebenarnya mempersulit kita utk kemana2 dan data pribadi beresiko utk di ambil org.,"['mempersulit', 'data', 'pribadi', 'beresiko', 'ambil']","['sulit', 'data', 'pribadi', 'resiko', 'ambil']"
 Pak Totok.. Dari 30 pegawai yg bisa ikut pelatihan (inda dan TF) bisa berapa orang...? 25..? 16+9....? Masih bisa nambah [3/9 19:34] Saechudin: tdk harus ngajar [4/9 04:56] Totok Tavirijanto: maksimal tambah 7 saja ya[4/9 05:08] Saechudin: Okay siap... Surakarta 23 ya.. Tks [4/9 05:12] Totok Tavirijanto: sit in lho.. untuk inda nya kami yg atur... b [4/9 05:13] Saechudinb ffxdb tj: Siap,"['pegawai', 'pelatihan', 'nambah', 'maksimal', 'atur']","['pegawai', 'latih', 'nambah', 'maksimal', 'atur']"
"Sekedar saran, sebaiknya pencairan BANSOS melalui Aplikasi ini, jadi lebih tepat sasaran dan tidak mengendap di titik tertentu yang terkait yang berfotensi ketidak amanahan, jadi lebih epektif pencairan BANSOS melalui aplikasi ini..","['saran', 'pencairan', 'bansos', 'aplikasi', 'sasaran', 'titik', 'terkait', 'pencairan', 'bansos', 'aplikasi']","['saran', 'cair', 'bansos', 'aplikasi', 'sasar', 'titik', 'kait', 'cair', 'bansos', 'aplikasi']"
Cape banget ya harus perbaharui terus....,['perbaharui'],['baharu']
terlalu sering pembaharuan . amat merepotkan .,"['pembaharuan', 'merepotkan']","['baharu', 'repot']"
Sering error dan lelet,['lelet'],['lelet']
Aplikasi makin lemot banget,['aplikasi'],['aplikasi']
Sangat membantu,['membantu'],['bantu']
"Mengecewakan, sertifikat ke 2 saya tidak keluar","['mengecewakan', 'sertifikat']","['kecewa', 'sertifikat']"
"Husnudzon, selallu berprasangka baik semoga selallu diberikan kesehatan dan murah rizki. Semoga selallu diberikan berkah rizki yang melimpah barokah. Aamiin","['berprasangka', 'semoga', 'kesehatan', 'murah', 'semoga', 'berkah', 'melimpah']","['prasangka', 'moga', 'sehat', 'murah', 'moga', 'berkah', 'limpah']"
Data kebobolan mmng ga bs diharepin,"['data', 'kebobolan']","['data', 'bobol']"
Lambat n menghambat....lbh praktis dunk,"['lambat', 'praktis']","['lambat', 'praktis']"
Sangat buruk,['buruk'],['buruk']
Lancar dalam perjalanan...,"['lancar', 'perjalanan']","['lancar', 'jalan']"
Kebanyakan update ngabisin memori dan kuota. Pelanggaran HAM bener bener yak ini kayaknya,"['memori', 'kuota', 'pelanggaran']","['memori', 'kuota', 'langgar']"
Top,['top'],['top']
Bagus membantu untuk bisa mudik,"['bagus', 'membantu', 'mudik']","['bagus', 'bantu', 'mudik']"
Sangat membantu,['membantu'],['bantu']
Abis di apdate langsung eror,['langsung'],['langsung']
Ribet update mulu,['ribet'],['ribet']
Sangat Membantu dengan adanya vaksinasi ini,"['membantu', 'vaksinasi']","['bantu', 'vaksinasi']"
SEMOGA SUKSE SELALU ATAS APLIKASINYA.,"['semoga', 'aplikasinya']","['moga', 'aplikasi']"
Kenapa sertifikat vaksi saya bisa hilang Supirman. Tgl.lahir.11.2.1981 bondowoso,"['sertifikat', 'hilang']","['sertifikat', 'hilang']"
Sangat membantu,['membantu'],['bantu']
Nama sodri alamat roworejo suoh lampung barat,"['nama', 'alamat']","['nama', 'alamat']"
Sangat berguna,['berguna'],['guna']
fitur fitur yg lengkap,"['fitur', 'fitur', 'lengkap']","['fitur', 'fitur', 'lengkap']"
lemot ceck sertifikat vaksin tidak bisa²,"['sertifikat', 'vaksin']","['sertifikat', 'vaksin']"
Kenapa sekarang susah banget ya aplikasinya gagal terus,"['susah', 'aplikasinya', 'gagal']","['susah', 'aplikasi', 'gagal']"
Sangst berguna,['berguna'],['guna']
Bagus,['bagus'],['bagus']
Mantap,['mantap'],['mantap']
Aplikasi lawak lawak,['aplikasi'],['aplikasi']
Alhamdulillah mantap,['mantap'],['mantap']
"Kualitasnya mohon d tingkatkn,tidak lemot...","['kualitasnya', 'mohon']","['kualitas', 'mohon']"
"Tolong diperbaharui sinkronkan aplikasi dengan pihak puskesmas masalah lokasi vaksin,diaplikasi untuk vaksin az ada tertera tapi pas datang ke puskesmas ga ada ,kok bisa ?","['tolong', 'diperbaharui', 'sinkronkan', 'aplikasi', 'puskesmas', 'lokasi', 'vaksin', 'puskesmas']","['tolong', 'baharu', 'sinkron', 'aplikasi', 'puskesmas', 'lokasi', 'vaksin', 'puskesmas']"
Bagus,['bagus'],['bagus']
Sangat bermanfaat.,['bermanfaat'],['manfaat']
Aplikasi eror,['aplikasi'],['aplikasi']
Mantap👍,['mantap'],['mantap']
"Aplikasi lemot, download baru mau klaim surat vaksin capca nya salah mulu, padahal bener, saya harap perbaiki rules nya","['aplikasi', 'klaim', 'surat', 'vaksin', 'salah', 'harap', 'perbaiki']","['aplikasi', 'klaim', 'surat', 'vaksin', 'salah', 'harap', 'baik']"
apliasi ko engkk bisa kebuka ada apa lagi ini mau liat serifikat engkk bisa dama sekali..,['kebuka'],['buka']
Cetak kartu vaksin tetap tidak bisa.... padahal tgl vaksin sama vaksinasinya benar... kenapa ya... update yang baru tetap,"['cetak', 'kartu', 'vaksin', 'vaksin', 'vaksinasinya']","['cetak', 'kartu', 'vaksin', 'vaksin', 'vaksinasi']"
Kurang bagus klo update ngulng lgi msukin data Trus dhh di masukin data nya tidak valid GC jelass,"['bagus', 'data', 'masukin', 'data', 'valid']","['bagus', 'data', 'masukin', 'data', 'valid']"
ribet,['ribet'],['ribet']
payah,['payah'],['payah']
"Ini knapa yah,ko apk nya ga bisa di download,padahal sinyal bagus,isi kuota juga masih banyak,tolong di perbarui yah yg hak🙏","['sinyal', 'kuota', 'perbarui']","['sinyal', 'kuota', 'baru']"
Aplikasi nya buruk,"['aplikasi', 'buruk']","['aplikasi', 'buruk']"
Sangat bagus,['bagus'],['bagus']
Di update malah sertifikat vaksin ga muncul kosong,"['sertifikat', 'vaksin', 'muncul', 'kosong']","['sertifikat', 'vaksin', 'muncul', 'kosong']"
Tambah sini tambah ribet,['ribet'],['ribet']
Bagus,['bagus'],['bagus']
Gimana si d jaman udah secanggi ini Kok menu tanggal nya bikin susah... Gimana org yg lahir THN 50 coba bayangkan ...bikin kita kesel..,"['menu', 'tanggal', 'susah', 'lahir', 'coba', 'bayangkan']","['menu', 'tanggal', 'susah', 'lahir', 'coba', 'bayang']"
Mantap kak,['mantap'],['mantap']
"Percuma...downnload, melihat sertifikat vaksin saja tidak bisa","['sertifikat', 'vaksin']","['sertifikat', 'vaksin']"
Mantap,['mantap'],['mantap']
Sangat berguna,['berguna'],['guna']
7⅞6y,['⅞y'],['y']
"Aplikasi terlalu banyak blank, padahal kondisi hape normal","['aplikasi', 'kondisi', 'normal']","['aplikasi', 'kondisi', 'normal']"
Lebih lengkap,['lengkap'],['lengkap']
Bagus,['bagus'],['bagus']
"Claim sertifikat , terus terusan ""FULL NAME NOT MATCH"" Udah sesuai semua gitu aja tiap hari ..",['sertifikat'],['sertifikat']
Buruk,['buruk'],['buruk']
Suka,['suka'],['suka']
Kaga jelas gua kga pernah swab tapi kuning,"['swab', 'kuning']","['swab', 'kuning']"
sangat bermanfaat,['bermanfaat'],['manfaat']
Alhamdulilah bagus lancar dan mudah di peergunakan👍,"['bagus', 'lancar', 'mudah']","['bagus', 'lancar', 'mudah']"
Nomor NIK selalu dibilang tidak sesuai nama di KTP pdhl sudah benar. Alhasil tidak bisa scan di tempat publik,"['dibilang', 'nama', 'publik']","['bilang', 'nama', 'publik']"
"Kok aku gak bisa2 ya masuk .. pas masuk selalu ada pemberitahuan buat login ulang pas login ulang udah masuk begitu lagi ada pemberitahuan lagi .. ini kenapa si jadi bingung , ga bisa dipake jadinya","['masuk', 'masuk', 'pemberitahuan', 'ulang', 'ulang', 'masuk', 'pemberitahuan', 'bingung']","['masuk', 'masuk', 'pemberitahuan', 'ulang', 'ulang', 'masuk', 'pemberitahuan', 'bingung']"
Baik dan aman,['aman'],['aman']
Baik dan profesional,['profesional'],['profesional']
Top,['top'],['top']
Mohon lebih di permudah penggunaan nya. Terlalu ribet,"['mohon', 'permudah', 'penggunaan', 'ribet']","['mohon', 'mudah', 'guna', 'ribet']"
Sangat bermanfaat,['bermanfaat'],['manfaat']
"Apa sih maumu, dikit dikit update...dikit dikit update... Bosan guueeeeeeeeee",['bosan'],['bosan']
Baik bagus,['bagus'],['bagus']
Aplikasi yg wajib di miliki kita sebagai warga indonesia....,"['aplikasi', 'wajib', 'miliki', 'warga', 'indonesia']","['aplikasi', 'wajib', 'milik', 'warga', 'indonesia']"
Mantap,['mantap'],['mantap']
Pengalaman saya vaksin 3 kedinginan menggigil mulai vaksin jam 2 siang sore jam 5 kedinginan tidak bisa kena air (mandi),"['pengalaman', 'vaksin', 'kedinginan', 'menggigil', 'vaksin', 'jam', 'siang', 'sore', 'jam', 'kedinginan', 'air', 'mandi']","['alam', 'vaksin', 'dingin', 'gigil', 'vaksin', 'jam', 'siang', 'sore', 'jam', 'dingin', 'air', 'mandi']"
Bolak balik udate tp data kita aman ga ? Chuakss,"['data', 'aman']","['data', 'aman']"
Sertfikat vaksin 1.2.3,['vaksin'],['vaksin']
Sanģat membantu.,"['sanģat', 'membantu']","['san at', 'bantu']"
Mantap,['mantap'],['mantap']
bagus sangat membantu sekali,"['bagus', 'membantu']","['bagus', 'bantu']"
Sertifikat vaksin kedua tidak muncul...sudah lapor tetap tidak muncul.,"['sertifikat', 'vaksin', 'lapor', 'muncul']","['sertifikat', 'vaksin', 'lapor', 'muncul']"
"Aplikasi apa ini sudah daftar login masuk selalu ada pemberitahuan sesi anda telah habis mohon login ulang terus menerus padahal mau lihat hasil vaksinasi dosis ke-2 tapi tidak bisa terbuka, Buruk!","['aplikasi', 'daftar', 'masuk', 'pemberitahuan', 'sesi', 'habis', 'mohon', 'ulang', 'menerus', 'lihat', 'hasil', 'vaksinasi', 'dosis', 'terbuka', 'buruk']","['aplikasi', 'daftar', 'masuk', 'pemberitahuan', 'sesi', 'habis', 'mohon', 'ulang', 'terus', 'lihat', 'hasil', 'vaksinasi', 'dosis', 'buka', 'buruk']"
Paling lengkap aplikasi ini,"['lengkap', 'aplikasi']","['lengkap', 'aplikasi']"
Keren. Tingkatkan,"['keren', 'tingkatkan']","['keren', 'tingkat']"
Alkhamdulillah tertolong baget,['tertolong'],['tolong']
Harapan saya semoga dgn mendisiplinkan masyarakat semakin berkurang bahkan hilang virus covid 19 tsb. Tks,"['harapan', 'semoga', 'mendisiplinkan', 'masyarakat', 'berkurang', 'hilang', 'virus', 'covid']","['harap', 'moga', 'disiplin', 'masyarakat', 'kurang', 'hilang', 'virus', 'covid']"
Sangat Membantu hasil yg sangat Cepat,"['membantu', 'hasil', 'cepat']","['bantu', 'hasil', 'cepat']"
"Kalu ngisi tanggal nya seharian baru selesai, bagaimana kalau orang lahirnya tahun 1, satu bulan baru selesai ngisi tanggal aja.","['tanggal', 'seharian', 'selesai', 'lahirnya', 'selesai', 'tanggal']","['tanggal', 'hari', 'selesai', 'lahir', 'selesai', 'tanggal']"
Mantaps data vaksin,"['data', 'vaksin']","['data', 'vaksin']"
Gak jelas abis pembaruan LAWAK,['pembaruan'],['baru']
Semangat dev.,['semangat'],['semangat']
Gangguan??,['gangguan'],['ganggu']
Sangat membantu dan mudah digunakan,"['membantu', 'mudah']","['bantu', 'mudah']"
Sangat baik dan membantu,['membantu'],['bantu']
Bermanfaat,['bermanfaat'],['manfaat']
Jaga kesehatan,"['jaga', 'kesehatan']","['jaga', 'sehat']"
Informasi yg disampaikan sdh sesuai dg harapan,"['informasi', 'harapan']","['informasi', 'harap']"
Bagus banget,['bagus'],['bagus']
Pembaharuan berkali2...pussing,['pembaharuan'],['baharu']
Bagus,['bagus'],['bagus']
"Jelek, gajelas minta di update stlh di-update FC trus",['jelek'],['jelek']
"Perangkat ini,Agak ribet bagi yg awam aja. wslm.","['perangkat', 'ribet']","['perangkat', 'ribet']"
sangat membantu,['membantu'],['bantu']
Sangat membantu......,['membantu'],['bantu']
Cukup membantu,['membantu'],['bantu']
Bagus,['bagus'],['bagus']
"aplikasi peduli lindungi mantap sukses selalu utk aplikasi,y","['aplikasi', 'peduli', 'lindungi', 'mantap', 'sukses']","['aplikasi', 'peduli', 'lindung', 'mantap', 'sukses']"
Mantap. Jangan terlalu bnyak di perbaharùi.,"['mantap', 'perbaharùi']","['mantap', 'bahar i']"
Aplikasi bangke,['aplikasi'],['aplikasi']
Knp hrus perbarui,['perbarui'],['baru']
Cukup lumayan,['lumayan'],['lumayan']
"Sampah, perbaruan terus, tapi sama aja","['sampah', 'perbaruan']","['sampah', 'baru']"
"Jagalah data KAMI,, jika tidak dijaga, maka hati2 dengan negeri abadi(akhirat)","['jagalah', 'data', 'dijaga', 'hati', 'negeri']","['jaga', 'data', 'jaga', 'hati', 'negeri']"
aplikasinya sangat bagus berguna,"['aplikasinya', 'bagus', 'berguna']","['aplikasi', 'bagus', 'guna']"
aplikasi pemaksaan !,"['aplikasi', 'pemaksaan']","['aplikasi', 'paksa']"
Aplikasi yg tdk bermanfaat. Menyusahkan bnyk orang,"['aplikasi', 'bermanfaat', 'menyusahkan']","['aplikasi', 'manfaat', 'susah']"
Ok mantap,['mantap'],['mantap']
Perbarui nya maksa mulu,"['perbarui', 'maksa']","['baru', 'maksa']"
Mantap,['mantap'],['mantap']
Sangat bagus apk ini thank ya admin....,['bagus'],['bagus']
Lebih enak mlht kondisi zaman skrng bnyk penyakit jd bs kita mlht dan menghindar dr penyakit mnpn,"['enak', 'kondisi', 'zaman', 'penyakit', 'menghindar', 'penyakit']","['enak', 'kondisi', 'zaman', 'sakit', 'hindar', 'sakit']"
Perjalanan terasa nyaman.,"['perjalanan', 'nyaman']","['jalan', 'nyaman']"
Susah mndonlot,['susah'],['susah']
Ok sangat terbantu,['terbantu'],['bantu']
"Setelah update ,Cek Sertifikat vaksin layar putih bersih.","['sertifikat', 'vaksin', 'layar', 'putih', 'bersih']","['sertifikat', 'vaksin', 'layar', 'putih', 'bersih']"
Bikin aplikasi aja nggak becusss tolol amattt,['aplikasi'],['aplikasi']
Gabisa masukk koneksi tidak stabil mulu tulisannyaaaa,"['koneksi', 'stabil']","['koneksi', 'stabil']"
Aplicasi cari duit yg di urusin corona terus. Bukan ekonomi maju tapi makin sulit cari makan. Makin hancur pemerintahan sekarang. Semua serba mahal. Bbm naik.,"['cari', 'duit', 'corona', 'ekonomi', 'maju', 'sulit', 'cari', 'makan', 'hancur', 'pemerintahan', 'serba', 'mahal']","['cari', 'duit', 'corona', 'ekonomi', 'maju', 'sulit', 'cari', 'makan', 'hancur', 'perintah', 'serba', 'mahal']"
Bagus sangat membantu,"['bagus', 'membantu']","['bagus', 'bantu']"
"Aplikasi bodoh .. Udh daftar semuanya , Giliran Udh masuk ke apk nya langsung kluar...","['aplikasi', 'bodoh', 'daftar', 'giliran', 'masuk', 'langsung']","['aplikasi', 'bodoh', 'daftar', 'gilir', 'masuk', 'langsung']"
Ribet,['ribet'],['ribet']
"Kenapa setelah daftar, dan pas login keluar notif ""sesi habis, silakan login kembali"" . Dan pada saat coba untuk login ulang lagi, tetap keluar notif itu lagi . Minta solusi nya dong","['daftar', 'sesi', 'habis', 'silakan', 'coba', 'ulang', 'solusi']","['daftar', 'sesi', 'habis', 'sila', 'coba', 'ulang', 'solusi']"
Lancar,['lancar'],['lancar']
Kepengen banget diliatin ke develover apk ini supaya tau langsung dimana sering error'a. Jangan bisa'a cuma minta maaf kasi tau ini itu padahal ga ada solusi yg tepat.,"['langsung', 'dimana', 'maaf', 'solusi']","['langsung', 'mana', 'maaf', 'solusi']"
Untuk update aplikasi lambat,"['aplikasi', 'lambat']","['aplikasi', 'lambat']"
Membantu,['membantu'],['bantu']
Kenapa sih harus maksa perbaharui.. Setiap klik tidak perbaharui. Selalu keluar..,"['maksa', 'perbaharui', 'klik', 'perbaharui']","['maksa', 'baharu', 'klik', 'baharu']"
Sangat bagus dan pemting,['bagus'],['bagus']
"Padahal udah daftar, udh tinggal pakai tapi pemberitahuan di halaman awal selalu ""sesi anda telah habis, silahkan melakukan log in ulang"" kenapa ya? Tolong segera diperbaiki!!","['daftar', 'tinggal', 'pakai', 'pemberitahuan', 'halaman', 'sesi', 'habis', 'silahkan', 'ulang', 'tolong', 'diperbaiki']","['daftar', 'tinggal', 'pakai', 'pemberitahuan', 'halaman', 'sesi', 'habis', 'silah', 'ulang', 'tolong', 'baik']"
Mintanya di update terus... Tapi sertifikat vaksin GK bisa di buka Mulu klo abis update....,"['mintanya', 'sertifikat', 'vaksin', 'buka']","['minta', 'sertifikat', 'vaksin', 'buka']"
ini kenapa sesi anda telah habis terus sih gajelas logind berkali kali sama aja tetep sesi anda telah habis silahkan logind ulang,"['sesi', 'habis', 'berkali', 'sesi', 'habis', 'silahkan', 'ulang']","['sesi', 'habis', 'kali', 'sesi', 'habis', 'silah', 'ulang']"
Aplikasinya bagus banget bisa menbantu nyari imfo tentang kesehatn,"['aplikasinya', 'bagus']","['aplikasi', 'bagus']"
Ko Jadi Eror gini nya data setifikasi engak bisa kebuka sebagian jadi Putih Semua,"['data', 'kebuka', 'putih']","['data', 'buka', 'putih']"
"Capek banget sama aplikasi ini , minta perbaharui mulu. Loading nya lama bngt pula yaAllah","['aplikasi', 'perbaharui']","['aplikasi', 'baharu']"
"Tolong jangan kebanyakan upgrade, ribetin yg hp nya kentang kaya saya ini -_-",['tolong'],['tolong']
Pedulilindungi emang top,"['pedulilindungi', 'top']","['pedulilindungi', 'top']"
Mantap,['mantap'],['mantap']
"Benerin dl kekurangannya baru sy kasi 5 bintang,,, tiap cek sertifikat selalu stack layar putih...","['kekurangannya', 'bintang', 'sertifikat', 'layar', 'putih']","['kurang', 'bintang', 'sertifikat', 'layar', 'putih']"
Payah. Vaksin ke 2 sertifikat tidak muncul padahal sudah vaksin jadi ngulang vaksin pertama lagi 3x,"['payah', 'vaksin', 'sertifikat', 'muncul', 'vaksin', 'vaksin']","['payah', 'vaksin', 'sertifikat', 'muncul', 'vaksin', 'vaksin']"
